,ID,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd pledged,usd_pledged_real,usd_goal_real
162643,1827303043,Stoney's Shadow A Triumphant Tale,Children's Books,Publishing,USD,2012-05-24,5000.0,2012-04-24 04:04:14,5355.0,successful,88,US,5355.0,5355.0,5000.0
169550,1862485041,DIY Open Source Automatic Shadow Detection Bike Tail Light,Hardware,Technology,USD,2014-07-13,2200.0,2014-06-13 18:12:25,67.0,failed,5,US,67.0,67.0,2200.0
157557,1801476494,Zoophoria,Tabletop Games,Games,CAD,2014-10-31,5000.0,2014-09-07 04:11:04,1587.0,failed,17,CA,1458.6,1407.66,4434.98
247952,331111995,Tide Tactical,Jewelry,Fashion,USD,2015-07-20,500.0,2015-06-20 13:40:24,793.0,successful,21,US,793.0,793.0,500.0
65187,1331581206,Each To Their Own,Drama,Film & Video,NZD,2014-09-29,400.0,2014-09-05 21:22:21,15.0,failed,1,NZ,12.48,11.79,314.34
83230,1423288514,Tao Runner,Fiction,Publishing,USD,2015-03-09,2000.0,2015-02-07 18:50:44,0.0,failed,0,US,0.0,0.0,2000.0
219648,2118753726,Drink Coffee and Free from Poverty,Farmer's Markets,Food,NZD,2017-10-13,3500.0,2017-09-08 21:57:16,0.0,canceled,0,NZ,0.0,0.0,2498.93
19480,1098834052,Central City: Heroes (Canceled),Tabletop Games,Games,USD,2015-08-27,40000.0,2015-07-28 13:48:15,39485.0,canceled,403,US,39485.0,39485.0,40000.0
228886,233614977,Starrs Coll!de Clothing (Canceled),Fashion,Fashion,USD,2011-06-15,4000.0,2011-04-26 07:29:36,0.0,canceled,0,US,0.0,0.0,4000.0
174441,1887165114,To Break My Enemies - a modern fantasy novel,Fiction,Publishing,USD,2015-04-17,5000.0,2015-03-18 21:02:49,2420.0,failed,51,US,2420.0,2420.0,5000.0
54770,1278597179,ICENI | Fountain Pen 2.0,Design,Design,GBP,2017-09-15,800.0,2017-08-29 11:55:47,2656.0,successful,55,GB,449.62,3608.89,1087.02
96145,1488735398,"Forever Blue, a 1950's Girl-Gang Film",Shorts,Film & Video,USD,2010-12-03,3500.0,2010-11-17 05:23:30,3595.0,successful,39,US,3595.0,3595.0,3500.0
213143,2086186026,74 y.o. man and his band to make their first cd,Music,Music,USD,2011-05-24,2500.0,2011-04-24 08:58:16,0.0,failed,0,US,0.0,0.0,2500.0
352186,864129740,RAIDHSE,Sculpture,Art,USD,2016-12-03,20000.0,2016-10-04 02:09:52,2.0,failed,2,US,0.0,2.0,20000.0
175625,1893271832,Kikir of the Walking Trees,Children's Books,Publishing,NZD,2016-09-30,13700.0,2016-08-24 12:41:33,13814.0,successful,96,NZ,0.0,10031.95,9949.16
137207,1696710634,"Presenting ""Lifestyle"" The Minimalist Wallet, And More!",Product Design,Design,USD,2013-03-17,5000.0,2013-02-15 07:53:46,975.0,canceled,15,US,975.0,975.0,5000.0
40528,1206171059,The 2015 School of Authentic Journalism,Journalism,Journalism,USD,2015-05-20,25000.0,2015-04-22 19:42:55,26296.0,successful,305,US,26296.0,26296.0,25000.0
80353,1408620111,Sharon,Photobooks,Photography,USD,2015-06-17,21000.0,2015-05-18 18:55:50,30200.0,successful,222,US,30200.0,30200.0,21000.0
284387,516733252,Lady Lavender Soap,Crafts,Crafts,USD,2015-08-04,8000.0,2015-06-10 21:30:41,5.0,failed,1,US,5.0,5.0,8000.0
281913,504298607,"""My Best Day"" A Sharp Ensemble Comedy Feature from Lady Director for All to Enjoy",Shorts,Film & Video,USD,2010-05-16,15000.0,2010-04-07 22:13:01,16794.99,successful,66,US,16794.99,16794.99,15000.0
73441,137407141,Modern Handmade Rugs and Carpets,Product Design,Design,USD,2016-07-10,10000.0,2016-06-02 05:13:48,2196.2,failed,10,US,2191.2,2196.2,10000.0
350719,856740083,Passive solar inspired aquaponic greenhouse,Farms,Food,USD,2015-03-20,15000.0,2015-02-18 13:24:43,400.0,failed,4,US,400.0,400.0,15000.0
165218,1840749615,Anatomy for the World,Nonfiction,Publishing,USD,2012-03-01,99.0,2012-01-31 21:55:44,100.0,successful,4,US,100.0,100.0,99.0
258439,384174709,craption: your funny social media pics and witty captions,Playing Cards,Games,USD,2016-03-01,10000.0,2016-02-01 02:46:45,3726.0,failed,77,US,3726.0,3726.0,10000.0
18588,1094354242,"Muffler Men: One Hand Up, One Hand Down",Documentary,Film & Video,USD,2011-09-02,30000.0,2011-07-20 19:58:50,4295.0,failed,65,US,4295.0,4295.0,30000.0
318840,694036751,"Kornez: Keep your iPhone, Ditch the case",Product Design,Design,USD,2014-12-19,11000.0,2014-11-19 18:49:02,2169.0,failed,15,US,2169.0,2169.0,11000.0
26249,1133346691,got education?,Fashion,Fashion,USD,2013-09-05,2500.0,2013-08-06 03:31:07,50.0,failed,2,US,50.0,50.0,2500.0
54805,1278818517,BECOME A PART OF ANIME AND MANGA HISTORY,Comic Books,Comics,USD,2017-09-21,2500.0,2017-08-15 08:50:24,61.0,failed,4,US,0.0,61.0,2500.0
184890,1941431675,THE GO DOC PROJECT,Film & Video,Film & Video,USD,2012-09-19,5250.0,2012-08-25 17:25:54,10472.0,successful,93,US,10472.0,10472.0,5250.0
33888,1172072687,Dead Boyfriends,Photography,Photography,USD,2016-02-29,2000.0,2016-01-28 23:51:57,2173.0,successful,22,US,2173.0,2173.0,2000.0
305651,626479349,Nothing Bad: A Werewolf Rock Musical,Musical,Theater,USD,2017-05-26,3500.0,2017-04-26 15:35:17,1507.0,failed,30,US,531.0,1507.0,3500.0
34202,117356110,Toscana Tea - Premium Tea from Tuscany,Product Design,Design,EUR,2017-06-19,12000.0,2017-04-25 06:39:25,1476.0,canceled,29,IT,530.28,1649.14,13407.67
115657,1587237857,The Adventures of Survivor,Animation,Film & Video,USD,2013-08-29,15000.0,2013-07-30 02:42:41,140.0,failed,3,US,140.0,140.0,15000.0
188802,1960707528,Lemonade Stand: YouTube Series,Film & Video,Film & Video,USD,2016-05-09,10000.0,2016-04-09 04:42:45,52.0,failed,2,US,52.0,52.0,10000.0
124409,163164484,"Fuzz Phantoms 3-month, online fan experience!",Rock,Music,USD,2010-04-03,5000.0,2010-02-02 02:38:46,6020.0,successful,50,US,6020.0,6020.0,5000.0
100411,1509946980,Avenue Q Puppet Project,Theater,Theater,USD,2011-12-06,1750.0,2011-10-13 23:44:51,1776.0,successful,41,US,1776.0,1776.0,1750.0
39328,1200091653,The Fall of Eve's Official Album Video,Music Videos,Film & Video,GBP,2014-06-29,1200.0,2014-04-30 01:06:00,183.0,failed,4,GB,307.24,313.73,2057.23
298610,590694004,Scripts from a box,Webseries,Film & Video,USD,2016-04-07,10000.0,2016-03-08 18:02:02,165.0,failed,2,US,165.0,165.0,10000.0
128655,1653239665,Nystul's Infinite Dungeon,Games,Games,USD,2012-06-03,2000.0,2012-05-05 04:06:45,16017.91,successful,246,US,16017.91,16017.91,2000.0
101230,151428580,Hands of Destiny,Tabletop Games,Games,USD,2016-10-01,500.0,2016-09-01 19:35:29,1492.0,successful,72,US,417.0,1492.0,500.0
175570,1892984305,GuitArt (Intricate Wood-Carving and Unique Customization),Art,Art,USD,2015-01-11,10000.0,2014-11-12 02:51:05,35.0,failed,3,US,35.0,35.0,10000.0
56907,1289554716,Mineral Specimen Collection Classification With Photos.Book?,Photography,Photography,CAD,2015-04-17,21000.0,2015-02-26 05:06:31,0.0,canceled,0,CA,0.0,0.0,17225.82
373403,972722798,"Little Free Library for Lawrenceville, GA",Public Art,Art,USD,2013-09-01,650.0,2013-08-02 22:09:05,1738.0,successful,40,US,1738.0,1738.0,650.0
74209,1378179260,Hoodysnap Hoods | The Future of Hoodies has arrive!!!,Accessories,Fashion,USD,2017-07-15,15000.0,2017-06-15 15:01:08,60.0,failed,2,US,30.0,60.0,15000.0
344802,826355066,Montana Abatement Services,Civic Design,Design,USD,2015-05-09,9500.0,2015-03-25 20:12:58,835.0,failed,16,US,835.0,835.0,9500.0
249773,340449033,American Made: The House of Perna Goes to NY Fashion Week!,Fashion,Fashion,USD,2015-09-14,15000.0,2015-08-15 17:32:09,2630.0,failed,19,US,2630.0,2630.0,15000.0
78145,1397507882,Inspiring Stillness: Meditative Art Collection,Photography,Photography,USD,2017-12-07,6500.0,2017-11-16 18:49:14,6902.0,successful,136,US,3313.0,6902.0,6500.0
87043,1442527030,United Ambition Ent. Album Release,Hip-Hop,Music,USD,2012-06-02,1500.0,2012-04-26 22:41:36,0.0,failed,0,US,0.0,0.0,1500.0
297483,584673239,Help built your magical rainsforest holiday stop...,Makerspaces,Technology,USD,2016-07-30,25000.0,2016-06-30 03:28:10,1.0,failed,1,US,1.0,1.0,25000.0
358267,895135735,"Rhys' Thesis: ""Tristan and Zooey""",Shorts,Film & Video,USD,2010-12-17,9000.0,2010-11-17 12:38:40,9381.0,successful,203,US,9381.0,9381.0,9000.0
17865,1090765932,"""Our live are data_"" Game Development",Mobile Games,Games,EUR,2016-09-07,3200.0,2016-08-18 11:50:45,2.0,failed,2,FR,1.13,2.25,3605.76
28173,1142938321,WattsMyStyle,Apps,Technology,GBP,2016-03-15,8000.0,2016-02-08 16:46:17,5.0,failed,1,GB,7.25,7.24,11589.67
132023,1669980668,The Bacchae,Drama,Film & Video,USD,2017-09-13,4000.0,2017-08-30 16:02:55,4060.0,successful,75,US,170.0,4060.0,4000.0
14895,1075047104,The Lonely Goose Needs A Home,Farmer's Markets,Food,USD,2014-08-22,7346.0,2014-07-23 22:52:58,1115.0,failed,20,US,1115.0,1115.0,7346.0
296141,577543007,The Last Well,Shorts,Film & Video,USD,2016-03-20,25000.0,2016-02-24 06:02:15,7121.0,failed,87,US,7121.0,7121.0,25000.0
7807,1039388427,15mm - 20mm WW3 Cold War Urban tabletop wargame terrain,Tabletop Games,Games,AUD,2017-08-19,600.0,2017-07-20 03:12:56,8078.5,successful,24,AU,0.0,6393.75,474.87
113502,1576649814,U District Parklet,Civic Design,Design,USD,2014-10-24,6000.0,2014-09-24 19:45:51,6500.0,successful,107,US,6500.0,6500.0,6000.0
83288,1423547197,A message of Peace and Love in our world. Film.,Film & Video,Film & Video,USD,2016-09-30,20000.0,2016-08-29 05:00:46,2.0,failed,2,US,0.0,2.0,20000.0
347225,839047766,Houston's Harlem Renaissance,People,Photography,USD,2016-01-13,1500.0,2015-12-14 04:17:10,2106.0,successful,47,US,2106.0,2106.0,1500.0
374265,97723836,"Creating Home, A Storytelling Program For Young People",Art,Art,USD,2014-05-01,30000.0,2014-04-01 19:44:40,2981.0,failed,49,US,2981.0,2981.0,30000.0
361298,911061514,runjacerun inc. Tees & Accessories,Apparel,Fashion,CAD,2014-09-19,5000.0,2014-08-20 05:08:02,0.0,failed,0,CA,0.0,0.0,4554.56
268067,433903120,"Balasat, clothing, t-shirts, hats, hoodies, accessories...",Apparel,Fashion,CAD,2016-09-28,20000.0,2016-08-29 19:01:57,1.0,failed,1,CA,0.0,0.76,15195.26
127492,1647174788,The Beauty Bag by Simply Caddy,Product Design,Design,USD,2015-03-18,5500.0,2015-02-16 14:17:05,1216.0,failed,38,US,1216.0,1216.0,5500.0
317098,685207711,Trofibox,Food,Food,EUR,2017-04-09,20000.0,2017-03-10 08:49:25,65.0,failed,1,DE,0.0,69.1,21260.09
103559,1526535201,Solid Carbon Fiber Cycling/Bike Tire Levers,Product Design,Design,USD,2016-11-18,19000.0,2016-10-19 01:59:04,4195.0,failed,129,US,712.0,4195.0,19000.0
112857,1573221878,Help JEN WOOD make a new record!,Music,Music,USD,2012-08-05,6000.0,2012-07-06 18:03:03,6258.4,successful,143,US,6258.4,6258.4,6000.0
289296,542011299,No Longer Human,Film & Video,Film & Video,GBP,2013-12-25,7800.0,2013-11-13 15:09:00,10.0,failed,1,GB,15.98,16.51,12878.73
263844,411796516,The Torah: World's First Complete Musical Transcription,Faith,Music,CAD,2017-04-27,5000.0,2017-02-26 21:15:19,19.0,failed,2,CA,13.74,13.92,3664.35
227729,227857689,We Do Monsters,Shorts,Film & Video,USD,2010-01-30,3000.0,2009-12-14 21:43:41,110.0,failed,5,US,110.0,110.0,3000.0
94469,1480283556,SatayShack Street Skewers,Food,Food,USD,2012-02-08,15000.0,2012-01-09 01:16:14,13.66,failed,2,US,13.66,13.66,15000.0
378349,998516049,Help change the face of Brain Impairment,Nonfiction,Publishing,USD,2013-01-09,2800.0,2012-12-10 21:32:07,2820.0,successful,3,US,2820.0,2820.0,2800.0
161079,1819340598,SITGREEN Cardboard Furniture,Product Design,Design,USD,2013-12-14,15000.0,2013-11-14 02:43:33,15640.67,successful,121,US,15640.67,15640.67,15000.0
172006,187486432,The Solar Bandit from Skinnovationz  UPF 50 Facial Mask,Product Design,Design,USD,2015-07-28,17000.0,2015-06-28 18:55:43,1140.0,failed,15,US,1140.0,1140.0,17000.0
118183,160050817,Secret Directive: A spy-themed board game,Tabletop Games,Games,USD,2016-07-29,16500.0,2016-06-29 15:46:02,5197.0,canceled,115,US,3828.0,5197.0,16500.0
358641,897041454,Quickee Loob,Shorts,Film & Video,USD,2011-08-22,600.0,2011-07-23 23:56:55,690.0,successful,14,US,690.0,690.0,600.0
277118,479867136,Postmaster Legacy,Video Games,Games,GBP,2017-12-08,20000.0,2017-11-08 20:24:08,95.0,canceled,6,GB,52.68,127.45,26831.23
199113,2013925063,"MCAD Deck of Cards: 54 Artists, 54 Designs",Art,Art,USD,2014-02-18,3500.0,2014-01-15 01:59:55,4227.0,successful,144,US,4227.0,4227.0,3500.0
195383,199504361,"Plug & See, THE optical revolution (Canceled)",Accessories,Fashion,EUR,2015-12-25,30000.0,2015-11-25 09:55:23,4289.0,canceled,45,FR,4560.71,4669.42,32660.88
153430,1779897169,Fodify Your Food: IBS friendly low FODMAP cooking sauces,Food,Food,GBP,2016-02-28,12500.0,2016-01-26 15:30:50,1150.0,failed,36,GB,1645.13,1628.16,17697.36
43129,1219590958,""" THE ACTOR"" A Two Book Thriller and Hollywood Film",Fiction,Publishing,USD,2017-11-22,22610.0,2017-10-23 23:18:53,397.0,failed,8,US,0.0,397.0,22610.0
37289,118922722,WTF America?! Trump and Clinton Coloring Books,Illustration,Art,USD,2016-10-31,2500.0,2016-10-03 17:14:50,45.0,failed,1,US,45.0,45.0,2500.0
314128,669869625,Tides Inn Market; what the people crave!,Food,Food,USD,2012-02-05,5560.0,2012-01-01 22:30:02,6430.0,successful,93,US,6430.0,6430.0,5560.0
120769,1613525140,Windgale Chronicles,Video Games,Games,USD,2015-08-23,6500.0,2015-07-24 16:31:30,18.0,failed,3,US,18.0,18.0,6500.0
116878,1593756338,2 Shows 2 Themes 1 Photographer,Photography,Photography,USD,2012-09-22,1000.0,2012-08-23 21:02:29,50.0,failed,2,US,50.0,50.0,1000.0
287728,533939199,CLT Boutique Glamper - Fashion Hits the Streets,DIY,Crafts,USD,2014-12-12,4000.0,2014-11-19 01:31:36,5125.0,successful,76,US,5125.0,5125.0,4000.0
285654,523157859,"""The Well"" - a story about adolescence",Shorts,Film & Video,USD,2011-08-09,4000.0,2011-07-05 21:26:39,4072.0,successful,35,US,4072.0,4072.0,4000.0
281703,503169613,Short Order Heroes Theme Packs,Tabletop Games,Games,USD,2015-04-04,500.0,2015-02-27 20:20:08,3586.0,successful,99,US,3586.0,3586.0,500.0
58724,1298700140,"Some Dark, Beautiful Morning - Greg Byers' EP",Indie Rock,Music,USD,2011-02-08,1200.0,2011-01-14 11:18:49,1364.0,successful,47,US,1364.0,1364.0,1200.0
12548,1062964162,Cornhole and Party Table in One!,Woodworking,Crafts,USD,2015-12-06,8000.0,2015-11-07 07:35:37,871.0,failed,5,US,871.0,871.0,8000.0
223316,2137693442,New Website Needs Startup Funds!,Web,Journalism,USD,2016-04-17,40000.0,2016-03-18 01:40:51,1.0,failed,1,US,1.0,1.0,40000.0
140747,1714772198,FUC,Fashion,Fashion,USD,2014-05-12,1500.0,2014-04-08 22:00:17,218.0,failed,8,US,218.0,218.0,1500.0
300519,600230991,A New Kind of Vending Machine,Food,Food,USD,2012-06-04,26000.0,2012-04-30 22:54:53,3646.5,failed,100,US,3646.5,3646.5,26000.0
110578,1561894625,Token Black's First Album,Music,Music,USD,2013-12-08,500.0,2013-10-24 00:37:17,39.0,failed,5,US,39.0,39.0,500.0
215055,209573106,"AcaBelles' Newest Album ""Seamless""",Music,Music,USD,2012-03-16,5000.0,2012-02-10 01:14:07,5415.26,successful,109,US,5415.26,5415.26,5000.0
231986,249161653,"Loop The Fruit - A Fun, Family, Faith-Based Board Game",Games,Games,USD,2017-10-24,7500.0,2017-09-20 16:20:31,2628.0,canceled,57,US,396.0,2628.0,7500.0
25273,1128362883,One A Day For A Week,Shorts,Film & Video,USD,2013-09-22,2200.0,2013-08-23 05:19:51,2706.0,successful,59,US,2706.0,2706.0,2200.0
110343,1560638108,Actors Theatre of Phoenix is dancing with cell phones.,Theater,Theater,USD,2012-03-08,500.0,2012-02-15 07:04:55,590.0,successful,13,US,590.0,590.0,500.0
51073,1260149577,Labguls,Fiction,Publishing,USD,2015-04-20,30000.0,2015-03-21 03:20:44,0.0,failed,0,US,0.0,0.0,30000.0
96968,1492658891,Help us get John Scott/Valda Setterfield's Lear to Edinburgh,Performances,Dance,EUR,2017-08-05,6000.0,2017-07-07 06:11:15,6582.82,successful,129,IE,170.09,7744.68,7058.99
157422,1800836449,Astray Rolltop Backpack | Built to last a lifetime,Product Design,Design,SGD,2017-12-16,5000.0,2017-11-06 16:36:10,22929.0,successful,123,SG,5523.4,17061.54,3720.51
333205,767396066,Nanite: The Micro Smartphone You Can Take Anywhere,Technology,Technology,CAD,2017-09-08,20000.0,2017-08-08 19:01:35,23949.0,suspended,155,CA,19051.37,19813.85,16546.7
205155,2045165856,SUMMERSKIN: Sun Protection Meets Style,Fashion,Fashion,USD,2013-05-01,15000.0,2013-04-10 03:43:35,15231.0,successful,76,US,15231.0,15231.0,15000.0
267801,432572687,guinness world record mac and cheese! (Canceled),Events,Food,USD,2014-09-20,12000.0,2014-07-22 19:21:11,0.0,canceled,0,US,0.0,0.0,12000.0
300731,601289292,Answers for Asher,Documentary,Film & Video,USD,2011-09-18,14000.0,2011-07-20 17:41:48,7024.0,failed,71,US,7024.0,7024.0,14000.0
253435,358910116,Piano Wars: Dueling Piano Competition - TV Pilot Episode,Film & Video,Film & Video,USD,2011-06-21,12500.0,2011-04-22 03:01:34,0.0,failed,0,US,0.0,0.0,12500.0
117124,1594858729,Help me finish my recording,Music,Music,USD,2014-08-09,2500.0,2014-07-10 23:05:37,2750.0,undefined,0,"N,0""",,2750.0,2500.0
139528,1708706111,The Better Letters need funding for their BRAND NEW FULL LENGTH ALBUM!,Pop,Music,USD,2010-10-23,2800.0,2010-09-09 19:37:42,2925.44,successful,78,US,2925.44,2925.44,2800.0
301125,603280214,Fightdisease.org Apparel,Apparel,Fashion,USD,2015-04-13,30000.0,2015-02-14 02:18:16,0.0,failed,0,US,0.0,0.0,30000.0
112864,1573278309,The opening of the Stony Creek Restaurant,Food,Food,USD,2014-02-16,4500.0,2014-02-01 18:22:32,33.0,failed,3,US,33.0,33.0,4500.0
356593,886422312,Spaceship Earth (Fuller Map Projection) - Working Title,Shorts,Film & Video,USD,2012-08-01,600.0,2012-06-29 23:19:27,1010.0,successful,29,US,1010.0,1010.0,600.0
319322,696350342,Dulce Lip Scrub,Crafts,Crafts,USD,2017-04-12,15000.0,2017-03-13 22:33:10,26.0,failed,3,US,0.0,26.0,15000.0
11479,1057542956,Atlantis Fallen Print Edition,Fiction,Publishing,EUR,2016-10-01,2500.0,2016-09-05 16:00:21,3785.0,successful,118,IE,1188.22,4216.47,2784.99
47692,1243040290,Tuck: A Personal Organizer,Product Design,Design,USD,2017-11-29,8000.0,2017-11-09 03:56:09,338.0,failed,9,US,22.0,338.0,8000.0
312590,662282280,Secrets of the Lost Tomb and Fate's Fortune Relaunch,Tabletop Games,Games,USD,2015-12-01,12500.0,2015-11-14 02:00:13,28464.0,successful,469,US,28464.0,28464.0,12500.0
349100,848606175,Stock Trading Algorithm (New),Software,Technology,USD,2014-12-25,10000.0,2014-11-25 05:42:41,1.0,failed,1,US,1.0,1.0,10000.0
166882,1848885339,Constructed Cosmos - 1 Year of Painting,Painting,Art,USD,2014-05-18,5500.0,2014-04-18 20:22:08,6116.0,successful,20,US,6116.0,6116.0,5500.0
194162,1988500515,"The Long Way to a Small, Angry Planet",Fiction,Publishing,USD,2012-04-05,2500.0,2012-03-16 12:32:04,2810.37,successful,53,US,2810.37,2810.37,2500.0
44526,1226261808,Irony studio time and music video too capture the journey,Hip-Hop,Music,USD,2017-05-25,2000.0,2017-04-25 03:03:00,0.0,failed,0,US,0.0,0.0,2000.0
211993,2080554117,Cephalovepod Letterpress Valentine's Card SBPxPhineas,Letterpress,Crafts,USD,2015-01-20,400.0,2015-01-06 18:53:29,4263.0,successful,359,US,4263.0,4263.0,400.0
176794,1899385343,"Send ""Help Jane Austen Write the Next Big YA Novel"" to NYC!",Theater,Theater,USD,2012-05-13,650.0,2012-04-28 01:13:46,744.69,successful,21,US,744.69,744.69,650.0
273022,459001668,"WanderNosh, producers of healthy gourmet lassi drinks",Small Batch,Food,USD,2015-04-18,40000.0,2015-03-19 16:57:03,0.0,canceled,0,US,0.0,0.0,40000.0
124560,1632370988,Support Cinderella MOTEL's upcoming album *,Music,Music,USD,2011-04-08,3000.0,2011-02-24 01:09:33,3051.0,successful,43,US,3051.0,3051.0,3000.0
212134,2081307636,Legacy of Len,Tabletop Games,Games,USD,2017-11-09,5500.0,2017-10-10 15:04:27,1800.0,failed,58,US,303.0,1800.0,5500.0
239883,290021867,Anna Hedwig Büll - Documentary Film,Documentary,Film & Video,CHF,2016-07-19,35000.0,2016-06-04 20:22:30,8296.0,failed,18,CH,8293.52,8413.62,35496.24
124565,1632390585,Star Wars: A Non-canon Star Wars Story,Science Fiction,Film & Video,USD,2016-04-01,2500.0,2016-03-02 05:19:54,1.0,failed,1,US,1.0,1.0,2500.0
52017,1264659582,KlampShell - A Multipurpose Ergonomic Cleaning Tool!,Product Design,Design,CAD,2014-06-28,12800.0,2014-05-19 23:42:25,1.0,canceled,1,CA,0.92,0.94,12035.73
185818,1945920355,Virtual Reality meets Social Apparel,Design,Design,CAD,2016-12-05,20000.0,2016-11-01 05:08:49,20508.0,successful,190,CA,1136.26,15563.48,15177.96
374862,980388841,Tephlon Funk!,Graphic Novels,Comics,USD,2015-11-05,15000.0,2015-10-06 14:55:03,22027.0,successful,368,US,22027.0,22027.0,15000.0
306121,628853843,Star Ancestors Feature Documentary Film,Documentary,Film & Video,USD,2012-05-26,20000.0,2012-04-26 18:21:08,0.0,failed,0,US,0.0,0.0,20000.0
51512,1262193221,Carmelita Gardens | Community Organic Veggies,Food,Food,USD,2012-04-16,911.0,2012-04-04 23:58:34,583.0,failed,11,US,583.0,583.0,911.0
194777,1991746102,FLYTHRU RIDERS CO.,Apparel,Fashion,AUD,2014-12-04,8000.0,2014-11-12 08:01:05,0.0,failed,0,AU,0.0,0.0,6697.92
150125,1762905474,Micro is Macro (Canceled),Photography,Photography,USD,2012-05-18,35000.0,2012-03-19 21:00:02,0.0,canceled,0,US,0.0,0.0,35000.0
21391,1108395768,Frozen Dead: An independent TV Series: Episode 1 of 12,Television,Film & Video,USD,2017-04-08,6000.0,2017-03-10 00:11:09,6723.0,successful,55,US,0.0,6723.0,6000.0
